IB 450  Stream Ecology  credit: 3 or 4 Hours. 
IB 451  Conservation Biology  credit: 4 Hours. 
IB 452  Ecosystem Ecology  credit: 3 Hours. 
IB 453  Community Ecology  credit: 3 Hours. 
IB 460  Evol of Intelligent Systems  credit: 0 to 4 Hours. 
IB 461  Ornithology  credit: 4 Hours. 
IB 462  Mammalogy  credit: 4 Hours. 
IB 463  Ichthyology  credit: 4 Hours. 
IB 464  Herpetology  credit: 4 Hours. 
IB 467  Principles of Systematics  credit: 4 Hours. 
IB 468  Insect Classification and Evol  credit: 4 Hours. 
IB 471  Fungal Diversity and Ecology  credit: 4 Hours. 
IB 472  Plant Molecular Biology  credit: 1 Hour. 
IB 473  Plant Genomics  credit: 1 Hour. 
IB 476  Environmental Remote Sensing  credit: 3 Hours. 
IB 478  Advanced Plant Genetics  credit: 3 Hours. 
IB 479  Plant Growth and Development  credit: 3 Hours. 
IB 480  Bioinspired Design  credit: 3 or 4 Hours. 
IB 481  Vector-borne Diseases  credit: 4 Hours. 
IB 482  Insect Pest Management  credit: 3 Hours. 
IB 484  Paleoclimatology  credit: 4 Hours. 
IB 490  Independent Study  credit: 1 to 5 Hours. 
IB 491  Biological Modeling  credit: 3 or 4 Hours. 
IB 494  Theoretical Biology + Models  credit: 4 Hours. 
IB 496  Special Courses  credit: 1 to 5 Hours. 
IB 497  Science Communication  credit: 3 or 4 Hours. 
IB 499  Discussions in Integrative Biology  credit: 1 Hour. 
IB 501  Programming for Genomics  credit: 4 Hours. 
IB 502  Biological Networks  credit: 2 Hours. 
IB 504  Genomic Analysis of Insects  credit: 3 Hours. 
IB 505  Bioinformatics & Systems Biol  credit: 4 Hours. 
IB 506  Applied Bioinformatics  credit: 4 Hours. 
IB 507  Statistical Genomics  credit: 3 or 4 Hours. 
IB 512  Plant Metabolomics  credit: 2 Hours. 
IB 513  Disc in Plant Physiology  credit: 1 Hour. 
IB 516  Ecosystem Biogeochemistry  credit: 4 Hours. 
IB 517  Analysis of Biological Data in R  credit: 4 Hours. 
IB 524  Plant Biochemistry  credit: 4 Hours. 
IB 526  Seminar in Entomology  credit: 0 to 1 Hours. 
IB 531  Emerging Infectious Diseases  credit: 4 Hours. 
IB 532  Sustainability & Global Change  credit: 4 Hours. 
IB 533  Human Genome & Bioinformatics  credit: 4 Hours. 
IB 534  Evolution and Medicine  credit: 4 Hours. 
IB 535  Biology and Tech Innovation  credit: 4 Hours. 
IB 536  Evolutionary Biology  credit: 4 Hours. 
IB 542  Environmental Plant Physiology  credit: 4 Hours. 
IB 546  Topics in Ecology & Evolution  credit: 1 Hour. 
IB 590  Individual Topics  credit: 2 to 12 Hours. 
IB 592  Career and Skill Development in Integrative Biology  credit: 2 Hours. 
IE 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
IE 297  Independent Study  credit: 1 to 4 Hours. 
IE 300  Analysis of Data  credit: 3 Hours. 
IE 310  Deterministic Models in Optimization  credit: 3 Hours. 
IE 311  Operations Research Lab  credit: 1 Hour. 
IE 330  Industrial Quality Control  credit: 3 Hours. 
IE 340  Human Factors  credit: 4 Hours. 
IE 360  Facilities Planning and Design  credit: 3 Hours. 
IE 361  Production Planning & Control  credit: 3 Hours. 
IE 370  Stochastic Processes and Applications  credit: 3 Hours. 
IE 371  Simulation Modeling with Applications for Industrial Engineering  credit: 3 Hours. 
IE 397  Independent Study  credit: 1 to 4 Hours. 
IE 398  Special Topics  credit: 1 to 4 Hours. 
IE 400  Design & Anlys of Experiments  credit: 3 or 4 Hours. 
IE 405  Computing for ISE  credit: 3 or 4 Hours. 
IE 410  Advanced Topics in Stochastic Processes & Applications  credit: 3 or 4 Hours. 
IE 411  Optimization of Large Systems  credit: 3 or 4 Hours. 
IE 412  OR Models for Mfg Systems  credit: 3 or 4 Hours. 
IE 413  Simulation  credit: 3 or 4 Hours. 
IE 420  Financial Engineering  credit: 3 or 4 Hours. 
IE 421  High Frequency Trading Technology  credit: 4 Hours. 
IE 430  Economic Found of Quality Syst  credit: 3 or 4 Hours. 
IE 431  Design for Six Sigma  credit: 3 Hours. 
IE 434  Deep Learning: Mathematics and Applications  credit: 3 or 4 Hours. 
IE 441  Work and Organization Design  credit: 3 or 4 Hours. 
IE 445  Human Performance and Cognition in Context  credit: 3 or 4 Hours. 
IE 497  Independent Study  credit: 1 to 4 Hours. 
IE 498  Special Topics  credit: 1 to 4 Hours. 
IE 510  Applied Nonlinear Programming  credit: 4 Hours. 
IE 511  Integer Programming  credit: 4 Hours. 
IE 513  Optimal System Design  credit: 4 Hours. 
"IE 514  Optimization Methods for Large-Scale, Network-Based Systems  credit: 4 Hours. "
IE 516  Pricing and Revenue Management  credit: 4 Hours. 
IE 517  Machine Learning in Finance Lab  credit: 2 Hours. 
IE 518  Queueing Systems  credit: 4 Hours. 
IE 519  Combinatorial Optimization  credit: 4 Hours. 
IE 521  Convex Optimization  credit: 4 Hours. 
IE 522  Statistical Methods in Finance  credit: 4 Hours. 
IE 523  Financial Computing  credit: 4 Hours. 
IE 524  Optimization in Finance  credit: 2 Hours. 
IE 525  Stochastic Calculus & Numerical Models in Finance  credit: 2 Hours. 
IE 527  MSFE Professional Development  credit: 0 Hours. 
IE 529  Stats of Big Data & Clustering  credit: 4 Hours. 
IE 531  Algorithms for Data Analytics  credit: 4 Hours. 
IE 532  Analysis of Network Data  credit: 4 Hours. 
IE 533  Big Graphs and Social Networks  credit: 4 Hours. 
IE 534  Deep Learning  credit: 4 Hours. 
IE 546  Human Factors in Health Care Engineering Systems  credit: 4 Hours. 
IE 547  Healthcare Operations and Systems  credit: 4 Hours. 
IE 583  MSFE Practicum Project  credit: 4 Hours. 
IE 590  Seminar  credit: 0 Hours. 
IE 597  Independent Study  credit: 1 to 4 Hours. 
IE 598  Special Topics  credit: 1 to 4 Hours. 
IE 599  Thesis Research  credit: 0 to 16 Hours. 
INFO 102  Little Bits to Big Ideas  credit: 4 Hours. 
INFO 199  Undergraduate Open Seminar  credit: 1 to 3 Hours. 
INFO 202  Social Aspects Info Tech  credit: 3 Hours. 
INFO 303  Writing Across Media  credit: 3 Hours. 
INFO 310  Computing in the Humanities  credit: 3 Hours. 
INFO 325  Social Media and Global Change  credit: 3 Hours. 
"INFO 326  New Media, Culture & Society  credit: 3 Hours. "
INFO 333  User Experience Design In Action  credit: 3 Hours. 
INFO 345  Digital & Gender Cultures  credit: 3 Hours. 
INFO 390  Special Topics  credit: 1 to 3 Hours. 
INFO 399  Individual Study  credit: 0 to 3 Hours. 
INFO 407  Introduction to Programming Python for Data Science  credit: 3 Hours. 
INFO 415  Makerspace: Open Studio  credit: 3 or 4 Hours. 
INFO 416  Makerspace: Game Studies  credit: 3 or 4 Hours. 
INFO 418  Makerspace: Escape Rooms  credit: 3 or 4 Hours. 
INFO 419  Makerspace: Learning in Community  credit: 3 or 4 Hours. 
INFO 424  Musical Informatics  credit: 3 or 4 Hours. 
"INFO 427  Data, Machines and the Python  credit: 3 Hours. "
INFO 448  Computer Music  credit: 3 or 4 Hours. 
INFO 490  Special Topics  credit: 1 to 4 Hours. 
INFO 491  Ugrad Bioinformatics Seminar  credit: 0 to 2 Hours. 
INFO 500  Orientation Seminar  credit: 0 or 1 Hours. 
INFO 510  Research Practicum  credit: 4 Hours. 
INFO 555  Advanced Educational Technologies for Engagement and Interactive Learning  credit: 4 Hours. 
INFO 590  Advanced Special Topics  credit: 1 to 4 Hours. 
INFO 591  Grad Bioinformatics Seminar  credit: 0 to 2 Hours. 
INFO 597  Individual Study  credit: 2 to 4 Hours. 
INFO 599  Thesis Research  credit: 0 to 16 Hours. 
IS 100  Exploring the iSchool with a Human-Centered Lens  credit: 1 Hour. 
IS 101  Introduction to Information Sciences  credit: 3 Hours. 
IS 107  Data Science Discovery  credit: 4 Hours. 
IS 142  Social History of Games and Gaming  credit: 3 Hours. 
IS 145  Mapping Inequalities  credit: 3 Hours. 
IS 189  Independent Study  credit: 0 to 3 Hours. 
IS 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
IS 200  Professional Skills in Information Science  credit: 1 or 2 Hours. 
IS 202  Social Aspects Info Tech  credit: 3 Hours. 
IS 203  Analytical Foundations for Information Problems  credit: 3 Hours. 
IS 204  Research Design for Information Sciences  credit: 3 Hours. 
IS 205  Programming for Information Problems  credit: 3 Hours. 
IS 206  Introduction to Database Concepts & Applications  credit: 3 Hours. 
IS 226  Introduction to HCI  credit: 3 Hours. 
IS 229  Web Design Fundamentals  credit: 3 Hours. 
IS 234  Introduction to Risk and Cybersecurity  credit: 3 Hours. 
IS 236  User Research & Evaluation  credit: 3 Hours. 
IS 249  BSIS Practicum  credit: 3 Hours. 
IS 265  Innovation Illinois: From Accessible Design to Supercomputing Cultures  credit: 3 Hours. 
IS 266  Community Innovation  credit: 3 Hours. 
IS 269  BSIS Internship  credit: 0 Hours. 
IS 299  Information Science Study Abroad  credit: 0 to 18 Hours. 
IS 304  Advanced Research Design  credit: 3 Hours. 
IS 305  Programming for Information Problems II  credit: 3 Hours. 
"IS 308  Race, Gender, and Information Technology  credit: 3 Hours. "
IS 309  Computers and Culture  credit: 3 Hours. 
IS 310  Computing in the Humanities  credit: 3 Hours. 
IS 311  History and Foundations of the Information Society  credit: 3 Hours. 
IS 312  Reading and Writing Data  credit: 3 Hours. 
IS 316  The Design of Usable Information Interfaces  credit: 3 Hours. 
IS 324  Social Network Analysis  credit: 3 Hours. 
IS 327  Concepts of Machine Learning  credit: 3 Hours. 
IS 334  Usable Privacy and Security  credit: 4 Hours. 
IS 340  Project Management  credit: 3 Hours. 
IS 357  Introduction to Data Storytelling  credit: 3 Hours. 
IS 364  Privacy and Information Technology  credit: 3 Hours. 
IS 368  Youth Community Engagement  credit: 3 Hours. 
IS 370  Concepts of Information Behavior Theory  credit: 3 Hours. 
IS 378  Information Technology Services for Youth  credit: 3 Hours. 
IS 380  Consulting for Information Professionals  credit: 3 Hours. 
IS 381  Introduction to Literacies for Youth  credit: 3 Hours. 
IS 389  Independent Study  credit: 0 to 3 Hours. 
IS 390  Special Topics in Information Studies  credit: 1 to 3 Hours. 
IS 400  Colloquium  credit: 0 or 1 Hours. 
IS 401  Introduction to Network Information Systems  credit: 4 Hours. 
IS 403  Children's Materials  credit: 2 to 4 Hours. 
IS 406  Cognition in the Wild  credit: 3 or 4 Hours. 
IS 407  Introduction to Data Science  credit: 4 Hours. 
IS 409  Web Technologies & Techniques  credit: 3 or 4 Hours. 
IS 410  Storytelling  credit: 2 to 4 Hours. 
IS 411  Information Systems Analysis  credit: 3 or 4 Hours. 
IS 413  Teen Materials  credit: 2 to 4 Hours. 
IS 416  Adaptive Minds and Computers  credit: 3 or 4 Hours. 
IS 417  Data Science in the Humanities  credit: 3 or 4 Hours. 
IS 418  Community Engagement  credit: 3 or 4 Hours. 
IS 419  Entrepreneurial Information Technology Design  credit: 3 or 4 Hours. 
IS 420  Community Informatics  credit: 3 or 4 Hours. 
IS 423  Early Literacy  credit: 2 Hours. 
IS 424  Social Computing  credit: 3 or 4 Hours. 
IS 426  Museum Informatics  credit: 4 Hours. 
IS 427  Mathematical Foundations for Data Analytics  credit: 3 or 4 Hours. 
IS 429  Web Content Strategy and Management  credit: 4 Hours. 
IS 430  Foundations of Information Processing  credit: 2 or 4 Hours. 
IS 436  Playful Design Methods  credit: 3 or 4 Hours. 
IS 439  Web Development Using Application Framework  credit: 3 or 4 Hours. 
IS 440  Community Informatics Studio  credit: 3 or 4 Hours. 
IS 441  Strategic Communication  credit: 3 or 4 Hours. 
IS 444  Legal Aspects of Information Systems  credit: 3 or 4 Hours. 
IS 445  Data Visualization  credit: 3 or 4 Hours. 
IS 446  Systems Analysis and Design  credit: 3 or 4 Hours. 
IS 449  Web Application Development  credit: 3 or 4 Hours. 
IS 451  Bibliography of Africa  credit: 3 or 4 Hours. 
IS 453  Information Books and Resources for Youth  credit: 2 to 4 Hours. 
IS 455  Database Design and Prototyping  credit: 4 Hours. 
IS 456  Information Storage and Retrieval  credit: 3 or 4 Hours. 
IS 457  Data Storytelling  credit: 3 or 4 Hours. 
IS 459  Mobile Applications  credit: 3 or 4 Hours. 
"IS 461  Russian, East European, and Eurasian Bibliography & Research Methods  credit: 3 or 4 Hours. "
IS 464  Information Assurance  credit: 3 or 4 Hours. 
IS 466  Accessible and Inclusive Technologies  credit: 3 or 4 Hours. 
IS 467  Ethics and Policy for Data Science  credit: 3 or 4 Hours. 
IS 471  Instructional Strategies and Techniques for Information Professionals  credit: 2 to 4 Hours. 
"IS 477  Data Management, Curation & Reproducibility  credit: 3 or 4 Hours. "
IS 490  Topics in Info Foundations  credit: 2 to 4 Hours. 
IS 491  Topics in Information Services  credit: 2 to 4 Hours. 
IS 492  Topics in Information Organizations & Social Contexts  credit: 2 to 4 Hours. 
"IS 493  Topics in Cultural Heritage, Collection Management & Preservation  credit: 2 to 4 Hours. "
"IS 494  Topics in Management, Ethics & Policy  credit: 2 to 4 Hours. "
IS 495  Topics in Organization & Representation  credit: 2 to 4 Hours. 
IS 496  Topics in Human-Centered Design & Systems  credit: 2 to 4 Hours. 
IS 497  Topics in Data Analytics & Data Science  credit: 2 to 4 Hours. 
IS 499  Topics in Web Design & Development  credit: 2 to 4 Hours. 
IS 500  Introduction to the iSchool  credit: 0 to 2 Hours. 
IS 501  Reference and Information Services  credit: 4 Hours. 
IS 503  History of Children's Lit  credit: 2 or 4 Hours. 
IS 504  Sociotechnical Information Systems  credit: 4 Hours. 
IS 505  Information Organization and Access  credit: 4 Hours. 
IS 506  Human-Centered Information Systems  credit: 4 Hours. 
"IS 507  Data, Statistical Models and Information  credit: 4 Hours. "
IS 508  Seminar in Information Foundations  credit: 4 Hours. 
IS 509  History and Foundations of Information Science  credit: 4 Hours. 
"IS 510  Libraries, Information and Society  credit: 4 Hours. "
IS 511  Scholarly Communications  credit: 2 or 4 Hours. 
IS 512  History of Libraries  credit: 2 or 4 Hours. 
IS 514  Applied Business Research  credit: 4 Hours. 
IS 515  Information Modeling  credit: 4 Hours. 
IS 516  Scalable Information Systems  credit: 4 Hours. 
IS 517  Methods of Data Science  credit: 4 Hours. 
IS 518  Seminar in Information Services  credit: 4 Hours. 
IS 519  Research Design in Information Science  credit: 4 Hours. 
IS 521  Digital Libraries  credit: 4 Hours. 
IS 522  Library Buildings  credit: 2 or 4 Hours. 
IS 523  Preserving Info Resources  credit: 4 Hours. 
IS 524  Data Governance  credit: 2 or 4 Hours. 
IS 525  Data Warehousing and Business Intelligence  credit: 4 Hours. 
IS 526  Building Advanced Interactive Systems  credit: 4 Hours. 
IS 527  Network Analysis  credit: 4 Hours. 
IS 528  Seminar in Information Organizations & Social Contexts  credit: 4 Hours. 
IS 529  Doctoral ProSeminar  credit: 1 Hour. 
IS 530  Collection Development  credit: 4 Hours. 
IS 532  School Library Management  credit: 2 or 4 Hours. 
IS 533  Oral History Methods  credit: 4 Hours. 
IS 534  Information Consulting  credit: 4 Hours. 
IS 537  Theory & Practice of Data Cleaning  credit: 4 Hours. 
"IS 538  Seminar in Cultural Heritage, Collection Management, & Preservation  credit: 4 Hours. "
IS 540  Social Justice in the Information Professions  credit: 2 or 4 Hours. 
IS 541  Copyright for Information Professions  credit: 2 or 4 Hours. 
IS 542  Research and Inquiry for Youth  credit: 4 Hours. 
IS 543  Digital Preservation  credit: 4 Hours. 
IS 544  Administration & Management of Libraries and Information Centers  credit: 4 Hours. 
IS 545  Advanced Data Visualization  credit: 4 Hours. 
IS 547  Foundations of Data Curation  credit: 4 Hours. 
"IS 548  Seminar in Management, Ethics, & Policy  credit: 4 Hours. "
IS 549  Practicum  credit: 2 Hours. 
IS 550  Theories of Information  credit: 4 Hours. 
IS 551  Youth Services Librarianship  credit: 4 Hours. 
IS 555  Naming and Power  credit: 2 or 4 Hours. 
IS 556  Internet of Things  credit: 4 Hours. 
IS 557  Applied Machine Learning: Team Projects  credit: 4 Hours. 
IS 558  Seminar in Organization & Representation  credit: 4 Hours. 
IS 559  CAS Project  credit: 0 to 8 Hours. 
IS 560  Social Science Research in Library and Information Science  credit: 4 Hours. 
IS 561  Use and Users of Information  credit: 4 Hours. 
IS 562  Administration and Use of Archival Materials  credit: 4 Hours. 
"IS 563  Advanced Topics in Literature, Media and Materials  credit: 2 or 4 Hours. "
IS 565  Cataloging for School Libraries  credit: 2 Hours. 
IS 567  Text Mining  credit: 4 Hours. 
IS 568  Seminar in Human-Centered Design & Systems  credit: 4 Hours. 
IS 569  Internship  credit: 0 Hours. 
IS 571  Advanced Topics in Use and Users of Information  credit: 2 or 4 Hours. 
IS 573  Advanced Topics in Collections  credit: 2 or 4 Hours. 
IS 575  Metadata in Theory & Practice  credit: 4 Hours. 
IS 577  Data Mining  credit: 2 or 4 Hours. 
IS 578  Seminar in Research Methods  credit: 4 Hours. 
IS 579  Guided Research Experience  credit: 0 or 1 Hours. 
IS 580  Information History  credit: 4 Hours. 
IS 581  Advanced Topics in Youth Services  credit: 2 or 4 Hours. 
IS 582  Advanced Topics in Librarianship  credit: 2 or 4 Hours. 
IS 583  Advanced Topics in Book History  credit: 2 or 4 Hours. 
IS 584  Advanced Topics in Ethics and Privacy  credit: 2 or 4 Hours. 
IS 585  Bibliographic Metadata  credit: 4 Hours. 
IS 586  Usability Engineering  credit: 4 Hours. 
IS 587  Seminar in Data Analytics and Data Science  credit: 4 Hours. 
IS 588  Data Consulting Capstone  credit: 4 Hours. 
IS 589  Independent Study  credit: 2 to 4 Hours. 
IS 590  Advanced Topics in Information Foundations  credit: 2 or 4 Hours. 
IS 591  Advanced Topics in Information Services  credit: 1 to 4 Hours. 
IS 592  Advanced Topics In Information Organizations  credit: 2 or 4 Hours. 
IS 593  Advanced Topics in Preservation & Tech Services  credit: 2 or 4 Hours. 
IS 594  Advanced Topics in Management and Policy  credit: 2 or 4 Hours. 
IS 595  Advanced Topics in Organization & Representation  credit: 2 or 4 Hours. 
IS 596  Advanced Topics in Human-Centered Design & Systems  credit: 2 or 4 Hours. 
IS 597  Advanced Topics in Data Analytics & Data Science  credit: 2 or 4 Hours. 
IS 599  Thesis Research  credit: 0 to 16 Hours. 
ITAL 101  Elementary Italian I  credit: 4 Hours. 
ITAL 102  Elementary Italian II  credit: 4 Hours. 
ITAL 103  Intermediate Italian I  credit: 4 Hours. 
ITAL 104  Intermediate Italian II  credit: 4 Hours. 
ITAL 156  Exploring Rome: History and Culture of the Eternal City  credit: 3 Hours. 
ITAL 191  Freshman Honors Tutorial  credit: 1 to 3 Hours. 
ITAL 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
ITAL 200  Italian Studies in a Mediterranean Context  credit: 3 Hours. 
ITAL 210  Practical Review Italian  credit: 3 Hours. 
"ITAL 220  Contemporary Italian, Oral and Written  credit: 3 Hours. "
ITAL 240  Italy Middle Ages & Renaiss  credit: 3 Hours. 
ITAL 250  Minority Identities in Film and Culture: The Italian American and African American Experience  credit: 3 Hours. 
ITAL 270  Introduction to Italian Cinema  credit: 3 Hours. 
ITAL 310  Advanced Grammar  credit: 3 Hours. 
ITAL 380  Ital Business & Profess  credit: 3 Hours. 
ITAL 390  Spec Topics Italian Studies  credit: 2 to 4 Hours. 
ITAL 406  Italian Culture and Globalization  credit: 3 or 4 Hours. 
ITAL 413  Dante  credit: 3 or 4 Hours. 
ITAL 414  Petrarch & Boccaccio  credit: 3 or 4 Hours. 
ITAL 415  Europe and the Mediterranean  credit: 3 or 4 Hours. 
ITAL 418  Language & Minorities in Europe  credit: 3 or 4 Hours. 
ITAL 420  Masterpieces Renaiss Lit  credit: 3 or 4 Hours. 
ITAL 435  Introduction to Romance Linguistics  credit: 3 or 4 Hours. 
ITAL 440  Modern Italian Novel  credit: 3 or 4 Hours. 
ITAL 450  Italian Syntax & Phonology  credit: 3 Hours. 
ITAL 460  Principles of Language Testing  credit: 3 or 4 Hours. 
ITAL 470  Topics in Italian Cinema  credit: 3 or 4 Hours. 
ITAL 489  Theoretical Foundations of SLA  credit: 3 or 4 Hours. 
ITAL 490  Italian Critical Theory  credit: 3 or 4 Hours. 
ITAL 491  Honors Senior Thesis  credit: 2 Hours. 
ITAL 505  Teaching College and Secondary Foreign Language  credit: 4 Hours. 
ITAL 510  Seminar in Italian Studies  credit: 4 Hours. 
ITAL 530  Introduction to Research and Text Criticism  credit: 4 Hours. 
ITAL 559  Sem Romance Ling  credit: 4 Hours. 
ITAL 580  Classroom Language Acquisition  credit: 4 Hours. 
ITAL 584  Theories in Second Language Acquisition  credit: 4 Hours. 
ITAL 588  Sem Second Lang Learn  credit: 4 Hours. 
ITAL 595  Spec Topics in Italian  credit: 1 to 4 Hours. 
ITAL 599  Thesis Research  credit: 0 to 16 Hours. 
JAPN 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
JAPN 201  Elementary Japanese I  credit: 5 Hours. 
JAPN 202  Elementary Japanese II  credit: 5 Hours. 
JAPN 203  Intermediate Japanese I  credit: 5 Hours. 
JAPN 204  Intermediate Japanese II  credit: 5 Hours. 
JAPN 305  Advanced Japanese I  credit: 5 Hours. 
JAPN 306  Advanced Japanese II  credit: 5 Hours. 
JAPN 407  Introduction to Classical Japanese  credit: 3 or 4 Hours. 
JAPN 408  Readings in Classical Japanese  credit: 3 Hours. 
JAPN 410  Advanced Readings in Japanese  credit: 3 or 4 Hours. 
JAPN 440  Fourth Year Japanese I  credit: 3 or 4 Hours. 
JAPN 441  Fourth Year Japanese II  credit: 3 or 4 Hours. 
JAPN 499  Study Abroad  credit: 0 to 18 Hours. 
JOUR 101  Interactive Media & You  credit: 3 Hours. 
JOUR 102  Navigating Social Media  credit: 3 Hours. 
JOUR 161  Introduction to Sports Journalism  credit: 3 Hours. 
JOUR 199  Undergraduate Open Seminar  credit: 1 to 3 Hours. 
JOUR 200  Introduction to Journalism  credit: 3 Hours. 
JOUR 205  History of American Journalism  credit: 3 Hours. 
JOUR 210  Newsgathering Across Platforms  credit: 4 Hours. 
JOUR 215  Multimedia Reporting  credit: 4 Hours. 
JOUR 217  Content Producing for UI7  credit: 3 Hours. 
JOUR 220  News Editing  credit: 4 Hours. 
JOUR 240  Introduction to Documentary Storytelling & Production  credit: 3 Hours. 
JOUR 250  Journalism Ethics & Diversity  credit: 3 Hours. 
JOUR 280  Specialized Skills and Practices  credit: 1 to 4 Hours. 
JOUR 293  Digital Photography for Everyone  credit: 3 Hours. 
JOUR 310  Media Law in Historical Context  credit: 3 Hours. 
JOUR 311  Media Law  credit: 3 Hours. 
JOUR 313  Writing for Television & Streaming News  credit: 3 Hours. 
JOUR 315  Adv Public Affairs Reporting  credit: 4 Hours. 
JOUR 317  On-Camera Performance for UI7  credit: 3 Hours. 
JOUR 318  Social Media Content Producing  credit: 3 Hours. 
JOUR 335  Audio Journalism  credit: 4 Hours. 
JOUR 340  Video Reporting & Storytelling  credit: 4 Hours. 
JOUR 356  Image of the Journalist in Popular Culture  credit: 3 Hours. 
JOUR 360  Working with the Press  credit: 3 Hours. 
JOUR 361  Classics of Sports Journalism  credit: 3 Hours. 
JOUR 400  Newsroom Experience  credit: 0 to 4 Hours. 
JOUR 410  Data Storytelling for Journalists  credit: 4 Hours. 
JOUR 417  Producing for UI7 Programming  credit: 4 Hours. 
JOUR 421  Editing for Publication  credit: 3 Hours. 
JOUR 425  Multimedia Editing and Design  credit: 4 Hours. 
JOUR 427  Broadcast Meteorology  credit: 3 Hours. 
JOUR 430  Augmented and Virtual Reality  credit: 3 or 4 Hours. 
JOUR 440  Advanced Documentary Storytelling & Production  credit: 4 Hours. 
JOUR 445  Advanced Television Reporting  credit: 4 Hours. 
JOUR 450  Media and Public Opinion  credit: 3 Hours. 
JOUR 451  Research Methods in Journalism  credit: 3 Hours. 
JOUR 452  Great Books of Journalism  credit: 3 Hours. 
JOUR 453  Crisis Communications  credit: 3 Hours. 
JOUR 454  Propaganda & the News Media  credit: 3 or 4 Hours. 
"JOUR 456  Race, Ethnicity & Gender in Journalism  credit: 3 or 4 Hours. "
JOUR 460  Special Topics  credit: 1 to 4 Hours. 
JOUR 470  International Reporting  credit: 3 Hours. 
JOUR 471  Science Journalism  credit: 3 Hours. 
JOUR 472  Business Reporting  credit: 3 Hours. 
JOUR 475  In-Depth Writing Styles  credit: 3 Hours. 
JOUR 480  Advanced Reporting Topics  credit: 3 Hours. 
JOUR 481  Literary Feature Writing  credit: 3 Hours. 
JOUR 482  Immersion Journalism  credit: 4 Hours. 
JOUR 483  Investigative Journalism  credit: 4 Hours. 
JOUR 490  Professional Project  credit: 3 Hours. 
JOUR 494  Navigating the Job Market  credit: 1 Hour. 
JOUR 495  Internship Seminar  credit: 0 to 1 Hours. 
JOUR 500  Current Issues in Journalism  credit: 4 Hours. 
JOUR 501  Multimedia Storytelling  credit: 4 Hours. 
JOUR 505  Journalism Proseminar  credit: 4 Hours. 
JOUR 515  Master's Project  credit: 4 Hours. 
JOUR 590  Advanced Topics in Science and Technology Journalism  credit: 1 to 4 Hours. 
JS 108  Religion & Society in West I  credit: 3 Hours. 
JS 120  A History of Judaism  credit: 3 Hours. 
JS 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
JS 201  History of Antisemitism  credit: 3 Hours. 
JS 209  Jewish American and US Minority Literatures in Dialogue  credit: 3 Hours. 
JS 211  The Arab-Israeli Conflict  credit: 3 Hours. 
JS 212  Israeli Cinema and Television  credit: 3 Hours. 
JS 220  Jewish Storytelling  credit: 3 Hours. 
JS 231  Development of Ancient Cities  credit: 3 Hours. 
JS 252  The Holocaust  credit: 3 Hours. 
JS 261  The Holocaust in Context  credit: 3 Hours. 
JS 262  Zionism: A Global History  credit: 3 Hours. 
JS 269  Jewish History Since 1700  credit: 3 Hours. 
JS 284  Modern Jewish Literature  credit: 3 Hours. 
JS 290  Jewish Cultures of the World  credit: 3 Hours. 
JS 300  Jewish Chicago  credit: 3 Hours. 
JS 320  Responses to the Holocaust  credit: 3 Hours. 
JS 335  Middle East 1566-1914  credit: 3 Hours. 
JS 344  Medieval Jewish Thought  credit: 3 Hours. 
JS 355  Soviet Jewish History  credit: 3 Hours. 
JS 399  Special Topics  credit: 3 Hours. 
JS 442  History of Early Judaism  credit: 3 or 4 Hours. 
JS 495  Independent Study  credit: 2 to 4 Hours. 
JS 496  Topics in History of Judaism  credit: 3 or 4 Hours. 
JS 501  Grad Intro to Jewish Culture  credit: 4 Hours. 
JS 502  Holocaust Genocide Studies  credit: 4 Hours. 
JS 551  Seminar in Jewish Culture  credit: 4 Hours. 
JS 552  Seminar Holocaust & Genocide  credit: 4 Hours. 
KIN 390  Honors  credit: 2 Hours. 
KIN 458  Neurobio of Aging  credit: 0 to 4 Hours. 
KIN 542  Mind-Body Exercise Approaches to Health  credit: 4 Hours. 
KOR 201  Elementary Korean I  credit: 5 Hours. 
KOR 202  Elementary Korean II  credit: 5 Hours. 
KOR 203  Intermediate Korean I  credit: 5 Hours. 
KOR 204  Intermediate Korean II  credit: 5 Hours. 
KOR 221  Korean Reading and Writing I  credit: 4 Hours. 
KOR 222  Korean Reading and Writing II  credit: 4 Hours. 
KOR 241  Korean Reading and Writing III  credit: 4 Hours. 
KOR 242  Korean Reading and Writing IV  credit: 4 Hours. 
KOR 305  Advanced Korean I  credit: 5 Hours. 
KOR 306  Advanced Korean II  credit: 5 Hours. 
KOR 440  Fourth Year Korean I  credit: 3 or 4 Hours. 
KOR 441  Fourth Year Korean II  credit: 3 or 4 Hours. 
LA 100  Landscape Architecture at Illinois  credit: 1 Hour. 
LA 101  Introduction to Landscape Arch  credit: 2 Hours. 
LA 199  First-Year Seminar  credit: 1 to 3 Hours. 
LA 221  History of the Prison  credit: 3 Hours. 
LA 222  Islamic Gardens & Architecture  credit: 3 Hours. 
LA 233  Foundation Design Studio  credit: 5 Hours. 
